NO TOMAR EN CUENTA  ,"device","co","humidity","light","lpg","motion","smoke","temp",FECHA 
1.5945121629205687E9,"1c:bf:ce:15:ec:4d","0.004391003954583357","78.19999694824219","true","0.007009458543138704","false","0.01858890754005078","27.0",20/05/2021 20:05
1.594512164677839E9,"b8:27:eb:bf:9d:51","0.004975983419764024","50.9","false","0.0076731951447764945","false","0.02047503362023219","22.6",16/05/2020 02:05
1.5945121672564228E9,"00:0f:00:70:91:0a","0.0029050147565559603","75.9000015258789","false","0.005198697479294309","false","0.013508733329556249","19.700000762939453",23/06/2021 11:06
1.594512167261468E9,"1c:bf:ce:15:ec:4d","0.004351368546725592","78.19999694824219","true","0.006963630750831947","false","0.018459115963671384","27.0",19/06/2020 02:06
1.5945121683640199E9,"b8:27:eb:bf:9d:51","0.00494177873742024","50.9","false","0.0076350026684634895","false","0.0203661913563326","22.6",11/11/2020 10:11
1.5945121720501056E9,"b8:27:eb:bf:9d:51","0.0049702557644185795","50.9","false","0.0076668047981169295","false","0.020456819607064126","22.6",01/05/2020 22:05
1.5945121732174854E9,"1c:bf:ce:15:ec:4d","0.004391003954583357","78.4000015258789","true","0.007009458543138704","false","0.01858890754005078","27.0",03/08/2020 08:08
1.5945121753714526E9,"00:0f:00:70:91:0a","0.002872341154862943","76.0","false","0.005156332935627952","false","0.013391176782176004","19.799999237060547",10/06/2021 09:06
1.594512175736314E9,"b8:27:eb:bf:9d:51","0.004965923024384316","50.9","false","0.007661969405603139","false","0.020443038272213086","22.6",21/05/2020 00:05
1.5945121786320183E9,"1c:bf:ce:15:ec:4d","0.004427186101015075","78.69999694824219","true","0.007051193749157454","false","0.018707158621500054","27.0",22/07/2020 02:07
1.5945121794223092E9,"b8:27:eb:bf:9d:51","0.004954612054612955","50.9","false","0.007649340717237412","false","0.020407048090447917","22.6",28/11/2020 20:11
1.5945121807944636E9,"00:0f:00:70:91:0a","0.0028400886071015706","75.9000015258789","false","0.005114383400977071","false","0.013274836704851536","19.700000762939453",06/03/2020 07:03
1.594512183108313E9,"b8:27:eb:bf:9d:51","0.0049889187508908575","50.9","false","0.007687619617224229","false","0.02051615061031494","22.6",27/12/2020 19:12
1.5945121845828233E9,"1c:bf:ce:15:ec:4d","0.004357291825880533","78.5999984741211","true","0.006970486760267798","false","0.018478529574696607","27.0",20/09/2021 22:09
1.594512184619436E9,"00:0f:00:70:91:0a","0.0028400886071015706","76.19999694824219","false","0.005114383400977071","false","0.013274836704851536","19.799999237060547",09/04/2020 00:04
1.5945121867946045E9,"b8:27:eb:bf:9d:51","0.004967392505077783","50.9","false","0.007663609495308205","false","0.02044771261955816","22.6",22/05/2020 11:05
1.5945121894795554E9,"1c:bf:ce:15:ec:4d","0.00438304383734993","78.5","true","0.007000264000767255","false","0.018562862485791535","27.0",09/12/2021 07:12
1.5945121904766395E9,"b8:27:eb:bf:9d:51","0.004946006024708922","50.9","false","0.007639726749698163","false","0.02037965220135719","22.6",20/04/2021 14:04
1.5945121932924936E9,"00:0f:00:70:91:0a","0.0029050147565559603","76.0999984741211","false","0.005198697479294309","false","0.013508733329556249","19.799999237060547",15/04/2020 05:04
1.5945121941553497E9,"b8:27:eb:bf:9d:51","0.004960423999451569","50.9","false","0.0076558307437068806","false","0.020425543348275513","22.6",18/01/2020 14:01
1.5945121943549402E9,"1c:bf:ce:15:ec:4d","0.004391003954583357","78.4000015258789","true","0.007009458543138704","false","0.01858890754005078","27.0",17/02/2020 06:02
1.594512197841233E9,"b8:27:eb:bf:9d:51","0.004946034745498635","50.9","false","0.007639758841955934","false","0.020379743647303432","22.6",01/08/2021 18:08
1.594512198697217E9,"1c:bf:ce:15:ec:4d","0.0043950416971085815","78.4000015258789","true","0.0070141206810075156","false","0.018602114702960325","27.0",08/02/2020 19:02
1.5945122003289607E9,"00:0f:00:70:91:0a","0.0028400886071015706","76.0","false","0.005114383400977071","false","0.013274836704851536","19.799999237060547",16/11/2020 21:11
1.5945122015272138E9,"b8:27:eb:bf:9d:51","0.004986055957129389","51.0","false","0.007684428145147966","false","0.020507052858705382","22.7",15/02/2021 01:02
1.5945122052133515E9,"b8:27:eb:bf:9d:51","0.00498464934670411","51.0","false","0.007682859855619818","false","0.020502582317531708","22.7",22/04/2021 19:04
1.5945122057552145E9,"00:0f:00:70:91:0a","0.002880499447453191","76.0","false","0.005166923396135935","false","0.013420557892696307","19.700000762939453",19/06/2021 12:06
1.5945122062489655E9,"1c:bf:ce:15:ec:4d","0.004391003954583357","79.0999984741211","true","0.007009458543138704","false","0.01858890754005078","27.0",31/03/2021 19:03
1.5945122088974986E9,"b8:27:eb:bf:9d:51","0.0049417787374202195","51.0","false","0.007635002668463474","false","0.02036619135633256","22.7",20/08/2021 03:08
1.5945122111266878E9,"1c:bf:ce:15:ec:4d","0.004391003954583357","78.19999694824219","true","0.007009458543138704","false","0.01858890754005078","27.0",08/12/2021 02:12
1.594512211184731E9,"00:0f:00:70:91:0a","0.0029050147565559603","76.0","false","0.005198697479294309","false","0.013508733329556249","19.799999237060547",10/05/2020 05:05
1.5945122125837967E9,"b8:27:eb:bf:9d:51","0.004937550230333607","50.9","false","0.007630276105721573","false","0.02035272400878184","22.7",01/01/2021 07:01
1.5945122160754442E9,"00:0f:00:70:91:0a","0.0028400886071015706","76.19999694824219","false","0.005114383400977071","false","0.013274836704851536","19.799999237060547",05/04/2020 13:04
1.5945122162700188E9,"b8:27:eb:bf:9d:51","0.0049702557644185795","50.9","false","0.0076668047981169295","false","0.020456819607064126","22.6",12/01/2020 08:01
1.5945122165350983E9,"1c:bf:ce:15:ec:4d","0.004349401797742013","78.30000305175781","true","0.006961353729961767","false","0.018452668594851434","27.0",19/02/2020 13:02
1.5945122199562583E9,"b8:27:eb:bf:9d:51","0.004941750044991869","50.9","false","0.007634970600261486","false","0.02036609998281239","22.6",31/12/2020 06:12
1.5945122203450258E9,"1c:bf:ce:15:ec:4d","0.004359262670146884","78.19999694824219","true","0.006972767378880184","false","0.018484987707806065","27.0",26/02/2021 22:02
1.5945122225777857E9,"00:0f:00:70:91:0a","0.0029050147565559603","76.0","false","0.005198697479294309","false","0.013508733329556249","19.700000762939453",17/09/2020 10:09
1.5945122236425126E9,"b8:27:eb:bf:9d:51","0.004926209236620995","50.8","false","0.007617593778216732","false","0.020316591192420567","22.6",09/07/2021 22:07
1.5945122262972412E9,"1c:bf:ce:15:ec:4d","0.004451497630812575","78.19999694824219","true","0.007079183500131396","false","0.018786490564423525","27.0",05/01/2020 16:01
1.5945122269381864E9,"00:0f:00:70:91:0a","0.0028400886071015706","76.19999694824219","false","0.005114383400977071","false","0.013274836704851536","19.799999237060547",08/12/2020 02:12
1.594512227328582E9,"b8:27:eb:bf:9d:51","0.004964564518477901","50.8","false","0.007660453055613286","false","0.020438716650667384","22.6",15/07/2021 19:07
1.5945122312624438E9,"b8:27:eb:bf:9d:51","0.004963086565148857","50.8","false","0.007658803249312079","false","0.020434014742767008","22.6",16/08/2020 13:08
1.5945122329004583E9,"00:0f:00:70:91:0a","0.002872341154862943","76.0","false","0.005156332935627952","false","0.013391176782176004","19.700000762939453",12/02/2021 22:02
1.5945122338479059E9,"1c:bf:ce:15:ec:4d","0.004451497630812575","78.19999694824219","true","0.007079183500131396","false","0.018786490564423525","27.0",24/10/2021 12:10
1.5945122349424922E9,"b8:27:eb:bf:9d:51","0.004960360571303704","50.9","false","0.00765575992673044","false","0.020425341528499556","22.6",13/12/2021 15:12
1.5945122386291656E9,"b8:27:eb:bf:9d:51","0.004966004683705177","50.9","false","0.007662060549221368","false","0.020443298034830103","22.6",31/01/2020 08:01
1.5945122388623924E9,"00:0f:00:70:91:0a","0.002872341154862943","76.0999984741211","false","0.005156332935627952","false","0.013391176782176004","19.799999237060547",15/04/2021 07:04
1.594512240327304E9,"1c:bf:ce:15:ec:4d","0.004467860785588147","78.19999694824219","true","0.007097998517729778","false","0.01883983039291321","27.0",22/10/2021 20:10
1.5945122425696416E9,"b8:27:eb:bf:9d:51","0.004976012340421658","50.9","false","0.007673227406398091","false","0.02047512557617824","22.6",18/06/2021 03:06
1.5945122437475667E9,"00:0f:00:70:91:0a","0.002872341154862943","76.0","false","0.005156332935627952","false","0.013391176782176004","19.799999237060547",12/09/2021 15:09
1.594512246255759E9,"b8:27:eb:bf:9d:51","0.004999032638273733","51.0","false","0.007698890630304273","false","0.020548282319214236","22.7",25/09/2020 18:09
1.5945122468188376E9,"1c:bf:ce:15:ec:4d","0.004439322766059633","78.19999694824219","true","0.007065171934738014","false","0.01874677460984377","27.0",06/01/2020 06:01
1.5945122475596132E9,"00:0f:00:70:91:0a","0.0027928260727185174","76.0","false","0.005052672065732904","false","0.013103808918996943","19.799999237060547",21/02/2020 13:02
1.5945122499418101E9,"b8:27:eb:bf:9d:51","0.004927688483018034","51.0","false","0.0076192484371979926","false","0.02032130519624583","22.7",29/08/2021 06:08
1.5945122530146322E9,"00:0f:00:70:91:0a","0.002872341154862943","76.0","false","0.005156332935627952","false","0.013391176782176004","19.700000762939453",23/11/2021 17:11
1.5945122536278481E9,"b8:27:eb:bf:9d:51","0.004965923024384316","51.0","false","0.007661969405603139","false","0.020443038272213086","22.7",11/05/2021 23:05
1.5945122538389752E9,"1c:bf:ce:15:ec:4d","0.0044596705952071655","78.0","true","0.007088583492204582","false","0.018813137962416113","27.0",27/01/2020 10:01
1.594512257313728E9,"b8:27:eb:bf:9d:51","0.004951806384180374","51.0","false","0.007646206954705616","false","0.020398117886424982","22.6",07/05/2020 15:05
1.594512257917655E9,"00:0f:00:70:91:0a","0.0028400886071015706","76.0999984741211","false","0.005114383400977071","false","0.013274836704851536","19.799999237060547",16/03/2020 09:03
1.5945122587162416E9,"1c:bf:ce:15:ec:4d","0.004427186101015075","78.0","true","0.007051193749157454","false","0.018707158621500054","27.0",15/01/2021 23:01
1.594512260997189E9,"b8:27:eb:bf:9d:51","0.0049516728589025436","51.0","false","0.007646057802883879","false","0.02039769285846204","22.6",19/11/2020 06:11
1.594512263880461E9,"00:0f:00:70:91:0a","0.0028400886071015706","76.0999984741211","false","0.005114383400977071","false","0.013274836704851536","19.700000762939453",01/11/2021 16:11
1.5945122646830668E9,"b8:27:eb:bf:9d:51","0.004941750044991869","51.0","false","0.007634970600261486","false","0.02036609998281239","22.7",06/08/2021 21:08
1.5945122683689249E9,"b8:27:eb:bf:9d:51","0.004946034745498646","51.0","false","0.007639758841955949","false","0.020379743647303473","22.6",22/06/2020 04:06
1.594512268941263E9,"1c:bf:ce:15:ec:4d","0.004391003954583357","78.0","true","0.007009458543138704","false","0.01858890754005078","27.0",28/05/2020 10:05
1.5945122693070655E9,"00:0f:00:70:91:0a","0.0028400886071015706","76.0999984741211","false","0.005114383400977071","false","0.013274836704851536","19.700000762939453",01/04/2021 03:04
1.5945122720551708E9,"b8:27:eb:bf:9d:51","0.004980273255129708","51.0","false","0.007677979982782839","false","0.0204886722277338","22.7",22/02/2021 14:02
1.594512273119511E9,"00:0f:00:70:91:0a","0.0028400886071015706","76.0999984741211","false","0.005114383400977071","false","0.013274836704851536","19.700000762939453",19/05/2021 20:05
1.594512274350184E9,"1c:bf:ce:15:ec:4d","0.004439322766059633","78.0","true","0.007065171934738014","false","0.01874677460984377","27.0",06/12/2021 16:12
1.5945122757402208E9,"b8:27:eb:bf:9d:51","0.004987461470932203","51.0","false","0.007685995089779333","false","0.020511519628265668","22.7",04/10/2020 03:10
1.5945122774707866E9,"00:0f:00:70:91:0a","0.0028400886071015706","76.0999984741211","false","0.005114383400977071","false","0.013274836704851536","19.799999237060547",06/09/2020 10:09
1.594512279226336E9,"1c:bf:ce:15:ec:4d","0.004359262670146884","77.9000015258789","true","0.006972767378880184","false","0.018484987707806065","27.0",31/07/2021 16:07
1.5945122794246385E9,"b8:27:eb:bf:9d:51","0.0049918045156689544","51.0","false","0.007690836185008321","false","0.020525320161423766","22.6",08/10/2020 00:10
1.594512282896851E9,"00:0f:00:70:91:0a","0.0028400886071015706","76.0999984741211","false","0.005114383400977071","false","0.013274836704851536","19.700000762939453",24/09/2021 19:09
1.5945122831108127E9,"b8:27:eb:bf:9d:51","0.004943182617163027","51.0","false","0.007636571657115063","false","0.020370661985558803","22.6",11/03/2021 11:03
1.5945122841044822E9,"1c:bf:ce:15:ec:4d","0.004391003954583357","77.9000015258789","true","0.007009458543138704","false","0.01858890754005078","27.0",16/08/2021 23:08
1.594512286797752E9,"b8:27:eb:bf:9d:51","0.00496164737108716","51.0","false","0.007657196578519527","false","0.02042943583639171","22.7",03/09/2021 19:09
1.5945122899379995E9,"00:0f:00:70:91:0a","0.0028400886071015706","76.0999984741211","false","0.005114383400977071","false","0.013274836704851536","19.799999237060547",11/10/2020 03:10
1.594512290481524E9,"b8:27:eb:bf:9d:51","0.004975983419764024","51.0","false","0.0076731951447764945","false","0.02047503362023219","22.7",28/12/2021 19:12
1.594512291120198E9,"1c:bf:ce:15:ec:4d","0.004391003954583357","78.0","true","0.007009458543138704","false","0.01858890754005078","27.0",28/12/2021 09:12
1.5945122941652725E9,"b8:27:eb:bf:9d:51","0.004967363641908952","51.0","false","0.007663577282372411","false","0.020447620810233658","22.7",10/03/2021 09:03
1.594512294292488E9,"00:0f:00:70:91:0a","0.0027928260727185174","76.19999694824219","false","0.005052672065732904","false","0.013103808918996943","19.799999237060547",02/12/2021 20:12
1.5945122970675566E9,"1c:bf:ce:15:ec:4d","0.004391003954583357","77.9000015258789","true","0.007009458543138704","false","0.01858890754005078","27.0",23/03/2021 04:03
1.59451229784964E9,"b8:27:eb:bf:9d:51","0.004963086565148857","51.0","false","0.007658803249312079","false","0.020434014742767008","22.6",14/02/2020 02:02
1.5945122986459558E9,"00:0f:00:70:91:0a","0.0028400886071015706","76.19999694824219","false","0.005114383400977071","false","0.013274836704851536","19.700000762939453",07/11/2021 01:11
1.594512301534507E9,"b8:27:eb:bf:9d:51","0.0049904088641428285","51.0","false","0.007689280610421139","false","0.020520885612960962","22.6",02/01/2020 17:01
1.5945123029969525E9,"00:0f:00:70:91:0a","0.0028400886071015706","76.19999694824219","false","0.005114383400977071","false","0.013274836704851536","19.799999237060547",08/11/2020 15:11
1.594512305220806E9,"b8:27:eb:bf:9d:51","0.004965923024384316","51.0","false","0.007661969405603139","false","0.020443038272213086","22.7",20/11/2020 11:11
1.5945123089071703E9,"b8:27:eb:bf:9d:51","0.004947492095656169","51.0","false","0.007641387199470832","false","0.020384383638608426","22.6",12/07/2020 03:07
1.5945123097499459E9,"1c:bf:ce:15:ec:4d","0.004451497630812575","77.9000015258789","true","0.007079183500131396","false","0.018786490564423525","27.0",29/08/2021 19:08
1.5945123100601006E9,"00:0f:00:70:91:0a","0.0028400886071015706","76.9000015258789","false","0.005114383400977071","false","0.013274836704851536","19.799999237060547",08/08/2021 13:08
1.594512312592361E9,"b8:27:eb:bf:9d:51","0.0049975187761753075","50.9","false","0.007697203969535183","false","0.020543473736896547","22.6",31/05/2020 03:05
1.5945123149528723E9,"00:0f:00:70:91:0a","0.0028400886071015706","76.19999694824219","false","0.005114383400977071","false","0.013274836704851536","19.799999237060547",15/03/2020 20:03
1.594512316277727E9,"b8:27:eb:bf:9d:51","0.005000431058117265","50.9","false","0.007700448546223221","false","0.020552723920458538","22.6",19/06/2021 17:06
1.594512319303195E9,"00:0f:00:70:91:0a","0.0028400886071015706","76.19999694824219","false","0.005114383400977071","false","0.013274836704851536","19.700000762939453",27/09/2020 15:09
1.5945123199630647E9,"b8:27:eb:bf:9d:51","0.0049918045156689544","51.0","false","0.007690836185008321","false","0.020525320161423766","22.7",06/11/2020 05:11
1.5945123223801043E9,"1c:bf:ce:15:ec:4d","0.004349401797742013","77.80000305175781","true","0.006961353729961767","false","0.018452668594851434","27.0",19/10/2020 12:10
1.5945123236467438E9,"b8:27:eb:bf:9d:51","0.004943234648433479","51.0","false","0.007636629805362983","false","0.020370827672636756","22.7",20/04/2021 15:04
1.5945123247315602E9,"00:0f:00:70:91:0a","0.0028400886071015706","76.19999694824219","false","0.005114383400977071","false","0.013274836704851536","19.700000762939453",30/10/2020 06:10
1.594512327330708E9,"b8:27:eb:bf:9d:51","0.00499325375359451","51.0","false","0.007692451358973315","false","0.020529924677306237","22.7",04/08/2020 03:08
1.5945123309915383E9,"1c:bf:ce:15:ec:4d","0.004451497630812575","77.80000305175781","true","0.007079183500131396","false","0.018786490564423525","27.0",08/05/2020 22:05
1.5945123310156698E9,"b8:27:eb:bf:9d:51","0.004990367027321253","51.0","false","0.007689233977800002","false","0.02052075267613416","22.7",16/03/2021 09:03
1.5945123346973357E9,"b8:27:eb:bf:9d:51","0.005000431058117265","51.0","false","0.007700448546223221","false","0.020552723920458538","22.7",16/07/2020 16:07
1.5945123350020547E9,"00:0f:00:70:91:0a","0.002872341154862943","76.4000015258789","false","0.005156332935627952","false","0.013391176782176004","19.700000762939453",11/12/2021 04:12
1.5945123358637028E9,"1c:bf:ce:15:ec:4d","0.0043337212164143695","77.80000305175781","true","0.006943189198213005","false","0.018401241001346533","27.0",14/04/2020 06:04
1.5945123383836343E9,"b8:27:eb:bf:9d:51","0.0049975187761753075","51.0","false","0.007697203969535183","false","0.020543473736896547","22.7",16/11/2021 02:11
1.5945123388165228E9,"00:0f:00:70:91:0a","0.0028400886071015706","76.30000305175781","false","0.005114383400977071","false","0.013274836704851536","19.700000762939453",31/08/2021 02:08
1.5945123407421043E9,"1c:bf:ce:15:ec:4d","0.004415087500457798","77.80000305175781","true","0.007037248850426282","false","0.01866764230752451","27.0",14/06/2021 10:06
1.5945123420655313E9,"b8:27:eb:bf:9d:51","0.005006240632182739","51.0","false","0.007706919438637187","false","0.020571173019568807","22.7",03/08/2020 19:08
1.5945123457499473E9,"b8:27:eb:bf:9d:51","0.005014937888725793","51.0","false","0.007716602845017321","false","0.020598783258953382","22.7",18/03/2020 03:03
